,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
0,173195.62177490216,159.61154842420854,26.25493827160494,39.358024691358025,进步小学,展览路学区,0.03545338196185506,2.418790965396223,0.9902610188540706,5.3155753120319815,车公庄大街北里,2516
1,131495.77227621028,122.87226951665194,26.487584175084173,25.97979797979798,西城区实验小学,陶然亭-白纸坊学区,-0.08016724728137398,0.25829175227472884,-1.5437628385976403,-8.062651399528065,中华家园,192
2,165547.84045062316,158.480485710627,31.57716049382716,36.96296296296297,育翔小学,德胜学区,0.018638305119458194,1.095961007864063,1.4536729004166276,2.920513583636925,新明胡同小区,919
3,145247.9508277837,133.7709609754456,32.370070806100216,31.39869281045751,三义里小学,广安门外学区,-0.025610685446312294,0.5744209277078617,-0.7612575808905149,-2.6437565688685325,三义西里,578
4,177120.448321462,167.74009294989702,30.41141975308642,35.74074074074075,五路通小学,德胜学区,0.009296642809382055,1.1012984765479243,0.23145067819440612,1.6982913614147037,北广家园,483
5,191697.57338468565,183.08987850578026,38.50833333333333,36.96296296296297,育翔小学,德胜学区,0.015852702238411866,0.6847592315824013,1.4536729004166276,2.920513583636925,新风北里,460
6,157140.184492651,145.8532096891032,28.714760348583876,28.398692810457515,椿树馆小学,广安门外学区,-0.046725855593420976,0.4706961524902197,-3.7612575808905113,-5.643756568868529,车站东街甲9号院,156
7,144331.5806659087,133.11611827135192,36.16143790849673,31.39869281045751,三义里小学,广安门外学区,-0.02575691894804663,0.439373651520506,-0.7612575808905149,-2.6437565688685325,马连道路5号院,406
8,151110.583596764,142.69817060584234,25.879166666666663,36.54545454545455,北京第二实验小学白云路分校,月坛学区,0.01764567207899109,2.093058426173315,-2.1541482798071456,2.503005166128503,汽北小区,1122
9,162616.86661184623,150.09887518049612,31.932543572984752,31.39869281045751,三义里小学,广安门外学区,-0.022434774003625393,0.5955448996531811,-0.7612575808905149,-2.6437565688685325,三义里,749
10,176976.9882843981,169.7556070757225,28.404710144927535,33.90821256038648,北京市第十三中学附属小学,什刹海学区,-0.002937005142779087,1.1463962171583402,-3.1670828131502304,-0.13423681893956285,新街口东街,326
11,144086.28989027275,134.72114744745318,24.743518518518517,25.97979797979798,西城区实验小学,陶然亭-白纸坊学区,-0.07199903369288055,0.3539633165290147,-1.5437628385976403,-8.062651399528065,建功东里,350
12,166791.19565341834,159.4777361969545,25.760011574074074,45.18402777777777,黄城根小学官园分校,新街口学区,0.07679216766315099,3.645521184536625,6.523847695390771,11.141578398451728,官园胡同小区,436
13,143813.74329455002,135.999190407191,29.565849673202614,32.62091503267973,康乐里小学,广安门内-牛街学区,-0.01472954070347455,0.8716667774970073,0.2073224508666911,-1.421534346646311,长椿苑,204
14,183149.99259356034,169.8420770341207,29.695167824074076,35.072916666666664,北京第二实验小学玉桃园分校,新街口学区,0.004756946049058531,1.1138223004627719,-3.5872634157203365,1.0304672873406204,玉桃园(二区),768
15,168046.4719028577,160.0310266407711,25.197643097643102,40.54545454545455,中古友谊小学,月坛学区,0.04373409115212078,3.144147522540882,1.8458517201928544,6.503005166128503,三里河东路甲8号院,193
16,146802.6529048625,135.3934997900628,29.274809368191722,30.06535947712418,登莱小学,广安门内-牛街学区,-0.03665496556247348,0.6225438223489758,-2.3482331046888625,-3.9770899022018646,南线里小区,632
17,157560.5089457856,151.96032871586692,29.862163299663298,32.994949494949495,北京第一实验小学前门分校,大栅栏-椿树-天桥学区,-0.01016777448813746,0.8834450416497146,2.8982777034243163,-1.047499884376549,前门西大街小区,1024
18,169288.2938631702,160.901063184045,25.079882154882153,40.54545454545455,中古友谊小学,月坛学区,0.04346701779656568,3.2175392932225475,1.8458517201928544,6.503005166128503,三里河一区(5号院),608
19,171710.35728783486,159.19353207012315,25.681893004115228,39.46913580246913,展览路第一小学,展览路学区,0.03634801066012815,2.6839226000500185,1.1013721299651777,5.426686423143089,百万庄午区,289
20,142810.01875017502,132.4087553869071,28.615168845315903,31.843137254901958,宣武回民小学,广安门内-牛街学区,-0.022017410665075204,0.8775989120903568,-0.5704553269110839,-2.199312124424086,牛街东里(二区),340
21,135980.25529743076,128.11134800089877,26.249663299663297,24.31313131313131,白纸坊小学,陶然亭-白纸坊学区,-0.09153347137205364,0.0,-3.210429505264308,-9.729318066194732,恬心家园,672
22,210381.47786849964,196.38135300946348,34.48607085346216,32.24154589371982,鸦儿胡同小学,什刹海学区,-0.011863408894729324,0.5486359949238085,-4.833749479816895,-1.8009034856062272,前马厂胡同小区,72
23,137895.04803058525,129.27618925950236,25.066329966329967,25.97979797979798,西城区实验小学,陶然亭-白纸坊学区,-0.07553574793875265,0.3312532414300774,-1.5437628385976403,-8.062651399528065,建功北里(三区),486
24,154823.7155901606,144.01848140415467,31.44229797979798,28.88383838383838,新世纪实验小学,大栅栏-椿树-天桥学区,-0.0435455007383495,0.400680344895015,-1.212833407686798,-5.158610995487663,北纬路49号院,183
25,182743.4841439647,168.84033090101116,30.808744855967078,39.358024691358025,进步小学,展览路学区,0.03327805741528381,1.396431746208123,0.9902610188540706,5.3155753120319815,九和苑,464
